model,split,micro_f1,macro_f1,subset_accuracy,hamming_loss,label_cardinality_true,label_cardinality_pred,source
classic_issue_model,test,0.7923577577157254,0.5275950778933162,0.656,0.0549444444444444,1.07,1.3115,fair_split
hybrid_route,test,0.7300364815565464,0.3375919800191185,0.615,0.074,1.07,1.397,fair_split
transformer_multilabel,test,0.6463627546071775,0.1878024414924206,0.551,0.1012777777777777,1.07,1.5075,fair_split
dummy_labelset_majority,test,0.8093236530378296,0.1011896230471549,0.8110526315789474,0.0437719298245614,1.0660526315789474,1.0,classic_split_reference
dummy_label_prior,test,0.8093236530378296,0.1011896230471549,0.8110526315789474,0.0437719298245614,1.0660526315789474,1.0,classic_split_reference
ovr_logreg,test,0.7803271489735426,0.3871452596801139,0.6336842105263157,0.0585087719298245,1.0660526315789474,1.3310526315789473,classic_split_reference
ovr_linearsvm,test,0.7713273956433093,0.4054582658038577,0.6168421052631579,0.0623099415204678,1.0660526315789474,1.3863157894736842,classic_split_reference
ovr_blend_lr_svm,test,0.7681713848508034,0.3911300298532548,0.6255263157894737,0.0620175438596491,1.0660526315789474,1.341578947368421,classic_split_reference
