split,class_weight,accuracy,f1,precision_0,recall_0,f1_0,f2_0,precision_1,recall_1,f1_1
test,balanced,0.9486723883599303,0.971035056851505,0.6653195251326093,0.9274647887323944,0.7748198264450654,0.859716691690058,0.9920368008040512,0.950904105528383,0.971035056851505
