coverage,uncertain_rate,selective_precision_0,selective_recall_0,selective_f2_0,fnr_covered_0,threshold_low,threshold_high,fallback_rate
0.8855102588172187,0.11448974118278132,0.7312750142938822,0.9541215964192465,0.8993109267332302,0.04587840358075345,0.4,0.6,0.08579187340753654
0.891041973984176,0.10895802601582405,0.7084357084357085,0.9547461368653422,0.8926728586171311,0.04525386313465784,0.45,0.6,0.08579187340753654
0.8871530105940727,0.1128469894059273,0.6806526806526807,0.9636963696369637,0.8897014015843998,0.036303630363036306,0.5,0.65,0.08579187340753654
0.881252514415985,0.11874748558401504,0.646728515625,0.9699743683632369,0.8818242343541944,0.03002563163676309,0.55,0.7,0.08579187340753654
