model,split,micro_f1,macro_f1,subset_accuracy,hamming_loss,label_cardinality_true,label_cardinality_pred
ovr_logreg,val,0.7591904171829822,0.3865700175382142,0.5957894736842105,0.06818713450292398,1.0821052631578947,1.4663157894736842
ovr_logreg,test,0.7648546144121365,0.38115353735731583,0.6063157894736843,0.06526315789473684,1.0660526315789474,1.4318421052631578
