coverage,uncertain_rate,selective_precision_0,selective_recall_0,selective_f2_0,fnr_covered_0,threshold_low,threshold_high
0.9096821778194984,0.09031782218050155,0.8094751192910702,0.8667883211678832,0.8546854757449258,0.1332116788321168,0.4,0.6
0.9109226230387555,0.08907737696124451,0.8030966004712218,0.8673209741912032,0.8536672629695885,0.1326790258087968,0.45,0.6
0.910553842027625,0.08944615797237498,0.7982718511133267,0.8725027243007628,0.8565722844304972,0.1274972756992372,0.5,0.65
0.9100844843770953,0.08991551562290467,0.7925147734734077,0.8755894087776569,0.8576097768935625,0.12441059122234313,0.55,0.7
