split,accuracy,f1,precision_0,recall_0,f1_0,f2_0,precision_1,recall_1,f1_1,coverage,uncertain_rate,selective_precision_0,selective_recall_0,selective_f2_0,fnr_covered_0
val,0.9660050958830629,0.9811166151439532,0.7928159076330982,0.8704225352112676,0.8298086606243706,0.8537090758392043,0.986222388618495,0.9760634356010078,0.9811166151439532,0.9059273166152608,0.09407268338473918,0.7996031746031746,0.8863636363636364,0.8675373134328358,0.11363636363636363
test,0.9655357382325331,0.9808857982224536,0.7986156888595913,0.8531690140845071,0.8249914879128363,0.8416701403362512,0.984436814212137,0.9773603082851637,0.9808857982224536,0.9096821778194984,0.09031782218050155,0.8094751192910702,0.8667883211678832,0.8546854757449258,0.1332116788321168
