split,accuracy,f1,precision_0,recall_0,f1_0,f2_0,precision_1,recall_1,f1_1,coverage,uncertain_rate,selective_precision_0,selective_recall_0,selective_f2_0,fnr_covered_0
val,0.901,0.9477020602218701,0.27586206896551724,0.043243243243243246,0.07476635514018691,0.05201560468140442,0.9101978691019786,0.9884297520661157,0.9477020602218701,0.0,1.0,,,,
test,0.898,0.9462025316455697,0.09523809523809523,0.0106951871657754,0.019230769230769232,0.013003901170351105,0.9065184436584134,0.9895201323772752,0.9462025316455697,0.0,1.0,,,,
