model,split,micro_f1,macro_f1,subset_accuracy,hamming_loss,label_cardinality_true,label_cardinality_pred
ovr_logreg,val,0.7672131147540984,0.3211856039557714,0.6166666666666667,0.06574074074074074,1.1,1.4416666666666667
ovr_logreg,test,0.7783417935702199,0.24195340501792117,0.6666666666666666,0.060648148148148145,1.0333333333333334,1.4291666666666667
