label,alpha_lr,precision_1,recall_1,f1_1,f2_1,selected,note
fraud_scam,0.9,0.75,0.16666666666666666,0.2727272727272727,0.19736842105263158,0,
fraud_scam,1.0,1.0,0.16666666666666666,0.2857142857142857,0.2,0,
other,0.0,0.8529735682819384,0.9729899497487438,0.909037558685446,0.9463587487781037,0,
other,0.1,0.8525219298245614,0.9767587939698492,0.9104215456674473,0.9490966796875,0,
other,0.2,0.8503549972692518,0.9780150753768844,0.9097283085013146,0.9495060373216246,0,
other,0.30000000000000004,0.8536986301369863,0.9786432160804021,0.9119110330699444,0.9508116684974979,1,
other,0.4,0.8526834611171961,0.9780150753768844,0.9110590988882388,0.9500854283622162,0,
other,0.5,0.8516694033935414,0.9773869346733668,0.9102076630593741,0.949359365466748,0,
other,0.6000000000000001,0.8515068493150685,0.9761306532663316,0.9095697980684812,0.9483705602343464,0,
other,0.7000000000000001,0.8525219298245614,0.9767587939698492,0.9104215456674473,0.9490966796875,0,
other,0.8,0.8525219298245614,0.9767587939698492,0.9104215456674473,0.9490966796875,0,
other,0.9,0.8524410312671421,0.9761306532663316,0.9101024890190337,0.9486021242827494,0,
other,1.0,0.8523600439077936,0.9755025125628141,0.9097832454598711,0.9481074481074481,0,
