split,accuracy,f1,precision_0,recall_0,f1_0,f2_0,precision_1,recall_1,f1_1,coverage,uncertain_rate,selective_precision_0,selective_recall_0,selective_f2_0,fnr_covered_0
val,0.9682848330427786,0.982436597229958,0.8205822613405552,0.8535211267605634,0.8367276492923714,0.8467234874947603,0.9845203542457394,0.9803616422113532,0.982436597229958,0.9082070537749766,0.09179294622502343,0.8258154059680777,0.8623188405797102,0.8547622468036201,0.13768115942028986
test,0.9668767600911895,0.9816826726982832,0.8217512161223072,0.8327464788732394,0.8272123119972018,0.8305239499929765,0.9823747680890538,0.9809915518008003,0.9816826726982832,0.9104532653882258,0.0895467346117742,0.8310665712240516,0.8462099125364432,0.8431372549019608,0.15379008746355685
