model,split,micro_f1,macro_f1,subset_accuracy,hamming_loss,label_cardinality_true,label_cardinality_pred
ovr_logreg,val,0.7640961857379768,0.4262260087772909,0.5926315789473684,0.06654970760233918,1.0821052631578947,1.456842105263158
ovr_logreg,test,0.7625990491283676,0.40836597704160904,0.6028947368421053,0.06570175438596491,1.0660526315789474,1.424736842105263
